bibid,description,score,score_cat
(CKB)3710000000613542,"An inspiring, irreverent manifesto for those seeking to blaze their own path to entrepreneurship and find fulfillment and happiness through bold action and big ideas Have you ever wondered if it's possible to make a career out of something you love? Or how to march through life with a purpose and get the most out of every second? Miki Agrawal, entrepreneur, angel investor, and cool-sh*t-doer, has figured it out. Here Miki shares her own adventures in entrepreneurship and life, from learning to step out of her comfort zone in a foreign country to achieving her dream of playing soccer for the New York Magic to partnering with Tony Hsieh of Zappos.com to launch her dream business. In Do Cool Sh*t , Miki shows you how to start your own business, fund it on a shoestring budget, convene the perfect group to brainstorm your business plan, test your product, get great (free) press coverage, and more—all while living a life you're proud of. Miki pulls back the curtain to reveal how you can live out loud, honor your hunches, and leave nothing on the table. She reminds you that it's cool to care and be excited about ideas and to be proactive; it's cool to mess up; it's cool to work your ass off on something that is meaningful to you; and it's cool to keep trying when the odds are stacked against you. Whether you're about to graduate from college and are wondering what the heck you want to do with your life, or you are in a dead-end job, dreaming about starting your own business, Do Cool Sh*t will make you open your eyes, laugh out loud, and shout, ""I can do that!""",0.27899668,.25-.4999
(OCoLC)1153556073,"This volume, the fourth of five planned in Joseph Frank's widely acclaimed biography of Dostoevsky, covers the six most remarkably productive years in the novelist's entire career. It was in this short span of time that Dostoevsky produced three of his greatest novels--Crime and Punishment, The Idiot, and The Devils--and two of his best novellas, The Gambler and The Eternal Husband. All these masterpieces were written in the midst of harrowing practical and economic circumstances, as Dostoevsky moved from place to place, frequently giving way to his passion for roulette. Having remarried and fled from Russia to escape importuning creditors and grasping dependents, he could not return for fear of being thrown into debtor's prison. He and his young bride, who twice made him a father, lived obscurely and penuriously in Switzerland, Germany, and Italy, as he toiled away at his writing, their only source of income. All the while, he worried that his recurrent epileptic attacks were impairing his literary capacities. His enforced exile intensified not only his love for his native land but also his abhorrence of the doctrines of Russian Nihilism--which he saw as an alien European importation infecting the Russian psyche. Two novels of this period were thus an attempt to conjure this looming spectre of moral-social disintegration, while The Idiot offered an image of Dostoevsky's conception of the Russian Christian ideal that he hoped would take its place.",0.27896726,.25-.4999
(OCoLC)ocn690706055,"Depicts the saga of Bible-thumping Baptists, chain-smoking bar trash, an institutionalized drag queen, his Valium-popping sisters, and everyone in between in a small Texas town, contrasted with the appearance-driven world of Hollywood and the hysterical travesty and tender poignancy that come from learning to be yourself and love the family you have instead of the family you want. Contains all 12 episodes. Uncut and uncensored.",0.27895448,.25-.4999
(OCoLC)ocm45212921,"The story of a small-time crook and lady-killer who shoots his sister's pimp to save the family honor. He is caught, tried, sent to an insane asylum, volunteers for the Italian army during World War II and ends up in a Nazi concentration camp.",0.27877238,.25-.4999
(OCoLC)ocm49736158,"An incompetent doctor amputates the legs of a young boy who grows up to be the embittered Blizzard, a criminal mastermind who orchestrates a bizarre and heinous plot to avenge himself.",0.2786394,.25-.4999
(VaAlASP)3261960,"A black-and-white engraving of the front exterior street view of the Middlesex Pauper Lunatic Asylum, in Colney Hatch, Middlesex, England, in 1849.",0.27859965,.25-.4999
(CKB)2670000000019365,"Is the United States a heterosexual regime? If it is, how may we understand the political position of those who cannot or will not align themselves with heterosexuality? With these provocative questions, Shane Phelan raises the issue of whether lesbians, gays, bisexuals, and transgendered people can be seen as citizens at all. Can citizenship be made queer? Or does citizenship require the exclusion of those who are regarded as queer to preserve the """"equality"""" that it promises? In Sexual Strangers, Shane Phelan argues that, in the United States, queers are strangers -- not",0.27858233,.25-.4999
(OCoLC)ocm21195644,"Dave Pallone, a National League umpire for ten years, attracted major public attention when Pete Rose shoved him in a 1988 Mets-Reds game, igniting one of the most controversial incidents in baseball history. This book is a revealing look at baseball through the eyes of an umpire with two unique perspectives on the national pastime: one, the man in blue, cursed by fans and players alike; and two, the stranger in a strange land -- the gay sensibility in forbidden straight territory.",0.2785558,.25-.4999
(OCoLC)ocn950202343,"""Silly,"" ""stupid,"" ""irrational,"" ""simple."" ""Wicked,"" ""hateful,"" ""obstinate,"" ""anti-social."" ""Extravagant,"" ""perverse."" The Roman world rendered harsh judgments upon early Christianity -- including branding Christianity ""new."" Novelty was no Roman religious virtue. Nevertheless, as Larry W. Hurtado shows in Destroyer of the gods, Christianity thrived despite its new and distinctive features and opposition to them. Unlike nearly all other religious groups, Christianity utterly rejected the traditional gods of the Roman world. Christianity also offered a new and different kind of religious identity, one not based on ethnicity. Christianity was distinctively a ""bookish"" religion, with the production, copying, distribution, and reading of texts as central to its faith, even preferring a distinctive book-form, the codex. Christianity insisted that its adherents behave differently: unlike the simple ritual observances characteristic of the pagan religious environment, embracing Christian faith meant a behavioral transformation, with particular and novel ethical demands for men. Unquestionably, to the Roman world, Christianity was both new and different, and, to a good many, it threatened social and religious conventions of the day. In the rejection of the gods and in the centrality of texts, early Christianity obviously reflected commitments inherited from its Jewish origins. But these particular features were no longer identified with Jewish ethnicity and early Christianity quickly became aggressively trans-ethnic―a novel kind of religious movement. Its ethical teaching, too, bore some resemblance to the philosophers of the day, yet in contrast with these great teachers and their small circles of dedicated students, early Christianity laid its hard demands upon all adherents from the moment of conversion, producing a novel social project. Christianity's novelty was no badge of honor. Called atheists and suspected of political subversion, Christians earned Roman disdain and suspicion in equal amounts. Yet, as Destroyer of the gods demonstrates, in an irony of history the very features of early Christianity that rendered it distinctive and objectionable in Roman eyes have now become so commonplace in Western culture as to go unnoticed. Christianity helped destroy one world and create another.",0.27835807,.25-.4999
(Cassidy)ccn00229422,"Mrs. Maybrick was tried in 1889 for the murder of her husband, James Maybrick by arsenic poisoning.",0.2780714,.25-.4999
(OCoLC)ocn227368301,"A college drop-out unsatisfied with life dies suddenly when she is hit on the head with a falling toilet bowl from the MIR satellite, only to be recruited to be a grim reaper.",0.27802286,.25-.4999
(OCoLC)ocm44529995,"Could sweet, 12 year-old Alice be the masked murderer who kills her young sister just before the child's first communion?  Brooke Shields makes her film debut in this ""shocking thriller.""",0.27782986,.25-.4999
(OCoLC)1105148811,"On the day a youngman plans on killinghimself, a chanceencounter presentshim with an opportunityfor change.",0.27777243,.25-.4999
(OCoLC)1042120218,"Illegal marijuana farms, many run by drug cartels, are springing up by the thousands in California and wreaking havoc on the local environment. We investigate the impact of the farms and look at what effect the pesticides, fertilizers and rodenticides used in the growing process may have on marijuana smokers. Also, a look at the state of journalism and technology with literary giant Gay Talese on this episode of Dan Rather Reports.",0.27770814,.25-.4999
(FOD)1000213680,How the ruthless ride share giant outwitted regulators and crushed competitors.,0.27762997,.25-.4999
(VaAlASP)3153365,Letter and application for the formation of a gay marching band to participate in the Christopher Street-West Association's Ninth Annual Gay Pride Parade.,0.27750257,.25-.4999
(VaAlASP)3262488,"A black and white illustration depicts a man in a pulpit, addressing churchgoers in sign language. A caption reads, ''The deaf and dumb chapel, Fetter Lane, during the delivery of the sermon by the Rev. R. Simson, M.A.''",0.27743727,.25-.4999
(FOD)1000209525,"Shots Of Beer Being Poured Away In Campaign Possibly Organised By William ""Pussyfoot"" Johnson, American Prohibitionist.",0.27726856,.25-.4999
(OCoLC)20154440,"A hotheaded Hollywood screenwriter, questioned for murder, is drawn to his neighbor when she confirms his alibi.  His volatile nature eventually threatens to destroy their one last chance for real love.",0.2772634,.25-.4999
(OCoLC)ocn317525235,"Presents the story of McTeague, a dentist in San Francisco, whose wife wins a lottery prize. The couple ends up living in squalor, McTeague goes mad, kills his wife, and escapes to Death Valley.",0.27714652,.25-.4999
(OCoLC)1031847235,"In this highly original study, Nuccio Ordine uses the figure of the ass as a lens through which to focus on the thought and writings of the great Renaissance humanist philosopher Giordano Bruno. The donkey played a prominent role as a symbol in sixteenth-century literature, and the ass and human asininity became a recurring motif in Bruno's writings. Ordine offers the first analysis of Bruno's use of this complex symbol, which encompasses contradictory characteristics ranging from humble and hardworking to ignorant and idle. The result is a deeper understanding of Bruno the philosopher, along with a stronger appreciation of Bruno the literary artist.",0.2770387,.25-.4999
(SMPINC)0058241,"After her mysterious friend disappears, a cheerful mommy blogger gets sucked into her tangled life.",0.27699316,.25-.4999
(OCoLC)ocn855289991,"Renato and Albin are a middle-aged gay couple, who are the managers and star performers at a glitzy drag club in St. Tropez, agree to hide their sexual identities, along with their flamboyant personalities and home decor, when the parents of Renato's son's fiancě come for a visit. But with its hilarious performances and ahead-of-its-time social message, there's nothing like the audacious, dazzling original movie.",0.27619773,.25-.4999
(OCoLC)1252849286,"""A scientific journey to the center of the new female body. The Latin term for the female genitalia, pudendum, means ""parts for which you should be ashamed."" Until 1651, ovaries were called female testicles. The fallopian tubes are named for a man. Named, claimed, and shamed: Welcome to the story of the female body, as penned by men. Today, a new generation of (mostly) women scientists is finally redrawing the map. With modern tools and fresh perspectives, they're looking at the organs traditionally bound up in reproduction-the uterus, ovaries, vagina-and seeing within them a new biology of change and resilience. Through their eyes, journalist Rachel E. Gross takes readers on an anatomical odyssey to the center of this new world-a world where the uterus regrows itself, ovaries pump out fresh eggs, and the clitoris pulses beneath the surface like a shimmering pyramid of nerves. Full of wit and wonder, Vagina Obscura is a celebratory testament to how the landscape of knowledge can be rewritten to better serve everyone""--",0.27619347,.25-.4999
(OCoLC)ocm41546003,"Painfully shy ""Little Voice"" can only express herself by singing in the voices of others, but once her mother's sleazy boyfriend (Caine) overhears her incredible voice, he'll do anything to drag the recluse into the spotlight and make her a star.",0.2761259,.25-.4999
(OCoLC)ocm41943849,"Painfully shy ""little voice"" can only express herself by singing in the voices of others, but once her mother's sleazy boyfriend (Caine) overhears her incredible voice he'll do anything to drag the recluse into the spotlight and make her a star.",0.2761259,.25-.4999
(OCoLC)ocn225446752,"Dick Powell stars as a go-getter clerk in a coffee company who's fooled into thinking he's won a $25,000 prize for inventing a sales slogan. When some practical jokers send him a congratulatory telegram, he and his girlfriend (Drew) go on a huge Christmas shopping spree even though it is the middle of July.",0.27592748,.25-.4999
(OCoLC)1109731016,"""If you won't kiss a boy, they normally dump you and call you frigid,"" says Alice, aged 11. ""Tarts are nice. You don't want someone boring who won't do anything,"" says James, aged 11. ""I will snog, but not till I'm at least 12, and only if it's the right person,"" says Helena, aged 11. Funny feelings, first kisses, and a big goodbye to childhood; it is intense being 11. Meet the students of Somerset's Banwell Primary School who all have their own ideas about what is right for them as they approach adolescence. How and when we learn about sex and the facts of life can color the way we look at future love and relationships. It can even affect when we first have sex. Thekids are in their final term of junior school and are being given their last course of sex education lessons before moving on to the local comprehensive school. Armed with all the facts, the children go off for a week's camp. Has Carol, their teacher, given them a sense of what is right, wrong and appropriate? And how much do their parents really know about what they get up to?",0.27574068,.25-.4999
(OCoLC)7211267,"Tom Canty and Edward Tudor look alike, but their lives could hardly be more different. For Edward is a royal prince, heir to the throne, and Tom is a miserable pauper. Until one day, fate intervenes, and for awhile each has to live the other's life.",0.27559808,.25-.4999
(OCoLC)1003148350,"Sexe et mensonges, c'est la parole, forte et sincère, d'une jeunesse marocaine bâillonnée dans un monde arabe où le sexe se consomme pourtant comme une marchandise. Les femmes que Leila Slimani a rencontrées lui ont confié sans fard ni tabou leur vie sexuelle, entre soumission et transgression. Car au Maroc, la loi punit et proscrit toute forme de relation sexuelles hors mariage, tout comme l'homosexualité et la prostitution. Dans cette société fondée sur l'hypocrisie, la jeune fille et la femme n'ont qu'une alternative : vierge ou épouse. Sexe et mensonges est une confrontation essentielle avec les démons intimes du Maroc et un appel vibrant à la liberté universelle d'être, d'aimer et de désirer. -- Publisher description.",0.275541,.25-.4999
(OCoLC)1046065551,"The scale and depth of Nazi brutality seem to defy understanding. What could drive people to fight, kill, and destroy with such ruthless ambition? Johann Chapoutot says we need to understand better how the Nazis explained it themselves, and in particular how steeped they were in the idea that history gave them no choice: it was either kill or die.--",0.27517328,.25-.4999
(OCoLC)1002823696,"The scale and depth of Nazi brutality seem to defy understanding. What could drive people to fight, kill, and destroy with such ruthless ambition? Johann Chapoutot says we need to understand better how the Nazis explained it themselves, and in particular how steeped they were in the idea that history gave them no choice: it was either kill or die.--",0.27517313,.25-.4999
(VaAlASP)3220981,"A two-page, typewritten, unsigned letter, dated 12/12/70, to Lou concerns a list of 'GLF-type groups' and a discussion of the writer's upcoming federal trial, apparently having to do with having torn up a photo of President Richard Nixon. He also advises that the Council on Religion and the Homosexual should break away from the North American Conference of Homophile Organizations.",0.27509192,.25-.4999
(CKB)2550000001257151,"Get an inside perspective on life as a disabled gay man!  Queer Crips: Disabled Gay Men and Their Stories reverberates with the sound of ?cripgay? voices rising to be heard above the din of indifference and bias, oppression and ignorance. This unique collection of compelling first-person narratives is at once assertive, bold, and groundbreaking, filled with characters?and character. Through the intimacy of one-on-one storytelling, gay men with mobility and neuromuscular disorders, spinal cord injury, deafness, blindness, and AIDS, fight isolation from society?and each other?to establis",0.27500185,.25-.4999
(OCoLC)ocm56773668,"Three Korean War Army surgeons adopt a hilarious, lunatic lifestyle as an antidote to the tragedies of their Mobile Army Surgical Hospsital.",0.2748986,.25-.4999
(VaAlASP)3235131,"A typewritten letter dated Nov. 12, 1991, from Susan Frissell to the editor of Outlines magazine of Chicago concerns the announcement that basketball player Magic Johnson is HIV-positive, and criticizes press coverage stressing that he did not contract the virus through homosexual activity.",0.27479798,.25-.4999
(VaAlASP)3152437,Flyer requesting donations for the Lesbian Mothers National Defense Fund.,0.2742741,.25-.4999
(OCoLC)1114810785,"""Squeaky"" Fromme attempts assassination of President Ford.",0.27403152,.25-.4999
(OCoLC)8298222,Sherlock Holmes investigates the diabolical curse of the hound of the Baskervilles.,0.27394256,.25-.4999
(OCoLC)ocn156826189,The lemon drop kid: A conman angers a mobster when he convinces the mobster's girlfriend to bet on a losing horse and is forced to pay the money back by Christmas or meet a grisly end.,0.27383378,.25-.4999
(OCoLC)ocm00442499,An eleven-year-old white heiress is cheated out of her fortune by being kidnapped and turned black.,0.27373666,.25-.4999
(CKB)2550000001135229,"Stolen, beaten, deprived of his liberty and used as child labour, Bill Simon's was not a normal childhood. He was told his mother didn't want him, that he was 'the scum of the earth' and was locked up in the notorious Kinchela Boys Home for eight years. His experiences there would shape his life forever. Bill Simon got angry, something which poisoned his life for the next two decades. A life of self abuse and crime finally saw him imprisoned. But Bill Simon has turned his life around and in Back on The Block, he hopes to help others to do the same.",0.27370253,.25-.4999
(CKB)3360000000455780,J.C.A. Boeyens and P. Comba             Chemistry by Number Theory J.C.A. Boeyens                                   Chemistry in Four Dimensions C.J.H. Schutte                        Is the Rydberg-Ritz relationship valid? J.C.A. Boeyens                             Calculation of Atomic Structure     J.C.A. Boeyens                                                 Covalent Interaction P. Comba and J.C.A. Boeyens                                Molecular Shape J.C.A. Boeyens and D. C. Levendis                             All is Number.,0.2730901,.25-.4999
(OCoLC)ocm23195090,"""This manual, prepared by the UUA's Office of Lesbian and Gay Concerns, is designed to help interested congregations become more welcoming places for the gay, lesbian, and bisexual people in their midst and in the wider community""--P. 1.",0.27297622,.25-.4999
(OCoLC)ocm11429691,"Two witches, who practice their evil trade on lost travellers, are banished through the wisdom of a student of the holy cabala, and the power of his magic chalk.",0.27289736,.25-.4999
(CKB)2550000000104777,"Critics often warn that American schools are failing, and that our students are ill-prepared for the challenges the future holds, and may even be """"the dumbest generation."""" We can think of these claims as warning about a Stupidity Epidemic. This essay begins by tracing the history of the idea of that American students, teachers, and schools are somehow getting worse; the record shows that critics have been issuing such warnings for more than 150 years. It then examines four sets of data that speak to whether educational deterioration is taking place. First, data on educational attainment s",0.27283353,.25-.4999
(OCoLC)ocn148088558,"Steve Burns is sent undercover to find a serial killer who brutally slays and dismembers gay men in New York's S&M subculture. Working almost completely isolated from his department, he has to learn and practice the rules of this little society.",0.2727446,.25-.4999
(VaAlASP)3156370,Report on 1973 fire in a New Orleans gay bar that killed 32 people and its aftermath.,0.27270147,.25-.4999
(VaAlASP)3235307,A seven-page booklet comprises the program for Chicago Black Lesbians and Gays' sixth annual Martin Luther King Day fundraising breakfast.,0.2726624,.25-.4999
(VaAlASP)3242053,"A black-and-white magazine comprises issue No. 3 of Gay magazine (incorporating Little Butch) of Sydney, Australia, probably from 1974. A cover photo shows a dancing, nude man viewed from below, against a black background. A headline below reads, ''Special inside: Sydney's wildest sex party.''",0.27247792,.25-.4999
(CKB)4100000010138888,"A young crippled prince must reclaim his kingdom from his evil uncle, with the help of a magic cape from his godmother.",0.2723624,.25-.4999
(MiAaPQ)EBC867039,"Fly and Be Damned calls for a fundamental change to our travelling habits. Going beyond the well-known facts about the unsustainable nature of the aviation industry, this is the first book to transcend the emotional debate between those entrenched for or against flying. Aviation, it argues, is locked in a stalemate between misguided policy and the imperative to deal with its environmental impact. There is now little possibility that the route to sustainable flying will be free of turbulence.",0.2722205,.25-.4999
(OCoLC)1156994010,"""Cole has heard it all before--token, bougie, oreo, Blackish--the things we call the kids like him. Black kids who grow up in white spaces, living at an intersection of race and class that many doubt exists. He needed to get far away from the preppy site of his upbringing before he could make sense of it all. Through a series of personal anecdotes and interviews with his peers, Cole transports us to his adolescence and explores what it's like to be young and in search of identity. He digs into the places where, in youth, a greyboy's difference is most acutely felt: parenting, police brutality, Trumpism, depression, and dating, to name a few. 'Greyboy: Finding Blackness in a White World' asks an important question: What is Blackness? It also provides the answer: Much more than you thought, dammit.""--Page [2] of cover.",0.27214813,.25-.4999
(OCoLC)ocn759911108,"Fleeing from a failed relationship and his professor father's pressures, college graduate Lewis Chopik returns home to find that both his mother's New Age lifestyle and his bipolar brother's antics have become more extreme.",0.27205738,.25-.4999
(CKB)2550000001234375,"FOLLOWING LEWIS AND CLARK Well, sister, said Uncle Dick, addressing that lady as she sat busy with her needlework at the window of a comfortable hotel in the city of St. Louis, I'm getting restless, now that the war is over. Time to be starting out. Looks like I'd have to borrow those boys again and hit the trail. Time to be on our way! Richard! The lady tapped her foot impatiently, a little frown gathering on her forehead. Well, then? Well, you're always just starting out! You've been hitting the trail all your life. Wasn't the war enough? Oh, well! Uncle Dick smiled humorously as he glanced at his leg, which extended before him rather stiffly as he sat. I should think it was enough! said his sister, laying down her work. But it didn't last! said Uncle Dick. How can you speak so! ""Well, it didn't. Of course, Rob got in, even if he had to run away and smouch a little about how old he was. But he wasn't through his training. And as for the other boys, Frank was solemn as an owl because the desk sergeant laughed at him and told him to go back to the Boy Scouts; and Jesse was almost in tears over it FOLLOWING LEWIS AND CLARK Well, sister, said Uncle Dick, addressing that lady as she sat busy with her needlework at the window of a comfortable hotel in the city of St. Louis, I'm getting restless, now that the war is over. Time to be starting out. Looks like I'd have to borrow those boys again and hit the trail. Time to be on our way! Richard! The lady tapped her foot impatiently, a little frown gathering on her forehead. Well, then? Well, you're always just starting out! You've been hitting the trail all your life. Wasn't the war enough? Oh, well! Uncle Dick smiled humorously as he glanced at his leg, which extended before him rather stiffly as he sat. I should think it was enough! said his sister, laying down her work. But it didn't last! said Uncle Dick. How can you speak so! ""Well, it didn't. Of course, Rob got in, even if he had to run away and smouch a little about how old he was. But he wasn't through his training. And as for the other boys, Frank was solemn as an owl because the desk sergeant laughed at him and told him to go back to the Boy Scouts; and Jesse was almost in tears over it",0.27200055,.25-.4999
(VaAlASP)3172171,Note about donation to Popeye's and address cards for Davis Gay Task Force and San Luis Obispo Coalition Against the Briggs Initiative.,0.27184346,.25-.4999
(OCoLC)1125820485,"Jeanine is determined to improve her life. With sex. With dance. With new hobbies, like horticulture. But self-improvement is hard. Reclaiming your dreams is hard. And personal hygiene is really, really hard.",0.2717129,.25-.4999
(OCoLC)ocn849718981,"Determined to solve a series of murders before he retires, detective Salazar turns to Sunil Singh, a South African transplant who specializes in psychopaths, to help determine if a pair of conjoined twins he apprehended are the killers.",0.27170435,.25-.4999
(CKB)1000000000479506,"2007 Choice Outstanding Academic Title. Winner of the Passing the Torch Award from the Center for Lesbian and Gay Studies. It has been called sperm, semen, seed, cum, jizz, spunk, gentlemen's relish, and splooge. But however the ""tacky, opaque liquid that comes out of the penis"" is described, the very act of defining ""sperm"" and ""semen"" depends on your point of view. For Lisa Jean Moore, how sperm comes to be known is based on who defines it (a scientist vs. a defense witness, for example), under what social circumstances it is found (a doctor's office vs. a crime scene), and for what purposes",0.2716308,.25-.4999
(CKB)3790000000023454," Extrait : """"ZULIME, d'une voix basse et entrecoupée, les yeux baissés, et regardant à peine Mohadir : Allez, laissez Zulime aux remparts d'Arsénie : Partez ; loin de vos yeux je vais cacher ma vie ; Je vais mettre à jamais, dans un autre univers, Entre mon père et moi la barrière des mers. Je n'ai plus de patrie, et mon destin m'entraîne. Retournez, Mohadir, aux murs de Trémizène, Consoler les vieux ans de mon père affligé : Je l'outrage, et je l'aime ; il est assez vengé.""""À PROPOS DES ÉDITIONS LIGARANLes éditions LIGARAN proposent des versions numériques de qualité de grands livres de la li",0.27155912,.25-.4999
(CKB)3710000000590313,"Doctor Keon West explains that it is difficult to make broad factual claims about prejudice and discrimination, but careful scientific experiments can show evidence of discriminatory attitudes. He highlights his findings on the question, 'Do people judge Muslims more harshly than white non-Muslims?'",0.27147672,.25-.4999
(VaAlASP)3174344,"In this essay Foster Gunnison, Jr. discusses which steps need to be taken to further the gay movement.",0.2712972,.25-.4999
(OCoLC)ocn862928613,"""Identical twins Ling and Ting like to be silly, tell jokes, and laugh together""--",0.27129582,.25-.4999
(CHDCA)cis2007400375,Considers legislation on patent fees payment and mentally incompetent inventors patents.,0.2711597,.25-.4999
(CKB)2560000000151266,<span><span>The next worst thing to hell is being shanghaied into the Paradise of an alien planet!</span></span>,0.27077666,.25-.4999
(OCoLC)ocm57180699,Two young lovers are on the run from her nasty mother. Based on the first of Gifford's series of novels about Sailor and Lula.,0.27076542,.25-.4999
(OCoLC)ocm42730454,"The innocent daughter of a traitor is enlisted to infiltrate a group of scheming Nazis in Brazil. She marries a Nazi named Sebastian in order to uncover the group's plans, but is falling in love with Devlin, the agent she is working for.",0.2705856,.25-.4999
(CKB)2670000000154624,"I thought you'd do what the common run of slaves normally do, cheating and tricking me because my son's having an affair.'Terence's comedies have provided plots and characters for comic drama from classical times to the present; the outstanding comic playwright of his generation at Rome, he has influenced authors from Moli--egrave--;re and Wycherley to P. G. Wodehouse. Scheming slaves, parasites, prostitutes, pimps, and boastful soldiers populate his plays, which show love triumphing over obstacles of various kinds, and the problems that arise from ignorance, misunderstanding, and prejudice. A",0.2705548,.25-.4999
(OCoLC)ocn897468445,"""Forty years in the making, [this work] sets forth Larry Kramer's vision of his homeland ... In this first volume, which runs up to the 1950s, we meet prehistoric monkeys who spread a peculiar virus; a Native American shaman whose sexual explorations mutate into occult visions; and early English settlers who establish loving same-sex couples only to fall prey to the forces of bigotry. George Washington and Alexander Hamilton revel in unexpected intimacies, and John Wilkes Booth's motives for assassinating Abraham Lincoln are thoroughly revised. In the twentieth century, the nightmare of history deepens as a religious sect conspires with eugenicists, McCarthyites, and Ivy Leaguers to exterminate homosexuals and the AIDS virus begins to spread""--",0.2704588,.25-.4999
(OCoLC)957614689,Charles Whitman terrorized students and faculty at the University of Texas campus.,0.2704222,.25-.4999
(CKB)3790000000023470," Extrait : """"ADINE, habillée en turc : Ah ! mon cher oncle ! ah ! quel cruel voyage ! Que de dangers ! quel étrange équipage ! Il faut encor cacher sous un turban, Il faut encor cacher sous un turban, Mon nom, mon cœur, mon sexe, et mon tourment. DARMIN : Nous arrivons : je te plains ; mais, ma nièce, Lorsque ton père est mort consul en Grèce, Quand nous étions tous deux après sa mort, Privés d'amis, de biens, et de support, Que ta beauté, tes grâces, ton jeune âge...""""À PROPOS DES ÉDITIONS LIGARANLes éditions LIGARAN proposent des versions numériques de qualité de grands livres de la littérat",0.2703832,.25-.4999
(SMPINC)0058222,A black ex-con trying to finish out his year-long probation witnesses a brutal plice shooting..,0.27037865,.25-.4999
(OCoLC)ocm08112549,"Fourteen-year-old Tree, resentful of her working mother who leaves her in charge of a retarded brother, encounters the ghost of her dead uncle and comes to a deeper understanding of her family's problems.",0.26996988,.25-.4999
(OCoLC)ocm55985038,"Dean is trapped in a working class suburb with an abusive father and a doormat mother whose job at a London restaurant allows her to regale her son with stories of her famous customers. Dean decides to runaway from home and assumes the identity of Alex Gryffoyn, the son of Lady Gryffoyn who owns a posh gallery. Soon he finds himself in the world of sex, cocaine, and disco upper class, funding his new life through credit card fraud. But Dean eventually learns that reinventing oneself comes at a price.",0.2699659,.25-.4999
(OCoLC)1055609051,"It was Benjamin Disraeli who told his countrymen, ""Damn your principles! Stick to your party."" In this program with Bill Moyers, James MacGregor Burns claims that the creative life of politics depends upon the resurrection of party loyalty. Burns, who has been called a historian's political scientist and a political scientist's historian, has probed the American political system, past and present, to understand its strengths and weaknesses. He cites transactional leadership as the source of many poor policy decisions. In Burns' opinion, the formation of temporary coalitions and alliances in the government leads to continual compromise and deadlock, and obscures a leader's responsibility for bad decisions. (30 minutes)",0.26990706,.25-.4999
(OCoLC)ocm13983346,"Anti-Castro documentary.  Includes interviews of Cuban refugees and historical film footage.  Among those considered ""antisocial"" by the Castro regime were political and artistic dissidents and homosexuals.",0.26980823,.25-.4999
(OCoLC)ocm21524528,By the author of Patience and Sarah...a long-awaited novel. Lesbian lovers in New York City during the time of Stonewall.,0.26978144,.25-.4999
(OCoLC)861541221,"Framing the moron details the variety of dehumanizing and fear-inducing rhetoric employed by the American eugenic movement during the early twentieth century, which led to tens of thousands of innocent people being involuntarily sterilized, forced into institutions, and otherwise maltreated.",0.26950845,.25-.4999
(OCoLC)726193543,"Is the United States a heterosexual regime? If it is, how may we understand the political position of those who cannot or will not align themselves with heterosexuality? With these provocative questions, Shane Phelan raises the issue of whether lesbians, gays, bisexuals, and transgendered people can be seen as citizens at all. Can citizenship be made queer? Or does citizenship require the exclusion of those who are regarded as queer to preserve the ""equality"" that it promises? In Sexual Strangers, Shane Phelan argues that, in the United States, queers are strangers--not exactly the",0.26950702,.25-.4999
(OCoLC)1105287067,"Chanting slogans like, ""thank god for dead soldiers"" and ""fags die - god laughs"" it is easy to comprehend why the Phelps have become the most hated family in America. This outlandish group will stop at nothing to get their moral message across even picketing soldier's funerals. The Phelps family, all 71 of them, live on a single block in a wealthy suburb of Topeka, Kansas and Louis Theroux moved right in! Along the way Theroux uncovers the peculiar and intense dynamics of this family that ironically embody the American dream yet simultaneously seek to destroy it for others. Living with these people was tough; as individuals they are hard to dislike - but as a group they hard to stomach.",0.2694011,.25-.4999
(OCoLC)ocm57039150,"The author ponders the non-material legacy he hopes to leave to the next generation, sharing humorous thoughts about the pleasures he has experienced through drink, outdoor sex, and his vision of God as the ""Grand Perhaps.""",0.26939932,.25-.4999
(OCoLC)935945913,"In GREEDY LYING BASTARDS, filmmaker and political activist Craig Rosebraugh, in association with Executive Producer Daryl Hannah, investigates efforts by oil industry interests, led by ExxonMobil and especially the Koch brothers, to fund skepticism of the scientific consensus on climate change. The film argues that this campaign is responsible for the failure to act on climate change. It covers ""climate gate,"" arguing that this was a made up scandal and blaming it for the failure of Copenhagen talks. The film links the oil industry's efforts directly with the tobacco industry's campaign to convince people cigarettes aren't harmful.",0.26907796,.25-.4999
(VaAlASP)3172966,[Copy of] A typewritten contains various facts and figures about homosexuals in schools and child sexual abuse.,0.26867193,.25-.4999
(OCoLC)ocn823011143,"Gavin wants to make a good impression at Carver Elementary, where no one knows he excels at soccer and skateboarding, but an annoying big sister, a bully, and his great aunt's Pomeranian are not helping.",0.26850522,.25-.4999
(OCoLC)ocm54841548,Aging private eye Ira Wells has agreed to help a Hollywood kook named Margo locate her missing cat.,0.26838306,.25-.4999
(VaAlASP)3242062,"A black-and-white magazine comprises issue No. 8 of Gay magazine of Sydney, Australia, probably from about 1974. A cover photo shows two nude young men embracing.",0.26834625,.25-.4999
